,author,developer_reply,review,review_date,reviewer_ratings,star
11,James,," Facebook Watch is missing. Everytime I watch a video on my news feed and scroll down to watch other videos it always says ""there's always more to watch. Come back for more shows and the latest episodes"" it's missing in my shortcut bar as well. Tried to enable it on settings but it's not there. The o...Full ReviewFacebook Watch is missing. Everytime I watch a video on my news feed and scroll down to watch other videos it always says ""there's always more to watch. Come back for more shows and the latest episodes"" it's missing in my shortcut bar as well. Tried to enable it on settings but it's not there. The only way to get access to watch is to google search it and open it via the app. I tried opening my girlfriend's account and watch is there. It's annoying me for weeks now. VERY DISAPPOINTED.","February 6, 2021",5758,Rated 1 stars out of five stars
12,Gavin Smith,," Whenever I try to access a page I manage, this app crashes. I've tried updating, reinstalling, rebooting and cache-clearing, all to no avail. This problem went away for a few months following one of last year's updates, then today's update brought it back. I've uninstalled this app as it's completel...Full ReviewWhenever I try to access a page I manage, this app crashes. I've tried updating, reinstalling, rebooting and cache-clearing, all to no avail. This problem went away for a few months following one of last year's updates, then today's update brought it back. I've uninstalled this app as it's completely useless to me now.","February 4, 2021",558,Rated 1 stars out of five stars
13,spicy meatball,," This app is (and has been) way too buggy for an official app. Ubiquitous ""error occurred"" messages whenever I react or comment, despite it working fine, comments fail to load randomly, the feed refreshes when it feels like, burying that post you wanted to save under a mountain of new content, the ga...Full ReviewThis app is (and has been) way too buggy for an official app. Ubiquitous ""error occurred"" messages whenever I react or comment, despite it working fine, comments fail to load randomly, the feed refreshes when it feels like, burying that post you wanted to save under a mountain of new content, the gallery/picture selection is atrocious and should just open the gallery app instead, and the list goes on. It's been like this for years. Really needs more bug fixes and more testing.","February 20, 2021",174,Rated 2 stars out of five stars
14,Dan Yavuzkurt,," GIFs can't be searched for, won't load. Most of the site is slow loading, though usually faster than accessing it in a mobile browser. often loses your page when trying to read updates. Full of most useless wow message on Earth: ""Something went wrong, please try again."" useless people you may know s...Full ReviewGIFs can't be searched for, won't load. Most of the site is slow loading, though usually faster than accessing it in a mobile browser. often loses your page when trying to read updates. Full of most useless wow message on Earth: ""Something went wrong, please try again."" useless people you may know section. By default it notifies you of every freaking thing. Ding, ding, ding. Have to change every notification individually and you might have hundreds of groups you've liked or joined.","February 12, 2021",545,Rated 1 stars out of five stars
15,John Abell Maaliw,," The new update doesn't change anything. The loading times became slower and slower. I tried to uninstall and reinstall, clear cache, clear data and force stop the app changes nothing. I'm confident that it is not by my internet connection, because instagram is normal and not facing any slow loading ...Full ReviewThe new update doesn't change anything. The loading times became slower and slower. I tried to uninstall and reinstall, clear cache, clear data and force stop the app changes nothing. I'm confident that it is not by my internet connection, because instagram is normal and not facing any slow loading when I'm browsing. Please fix that or maybe I am just he only one who encountered that problem? 😅","February 10, 2021",391,Rated 4 stars out of five stars
16,Debarati Nandan,, The application is a brilliant way to connect people but a security update of not allowing people to download pictures from someone's gallery atleast without proper permission or knowledge as to who actually have downloaded the picture. Immediate attention is needed in this part for women's safety. ...Full ReviewThe application is a brilliant way to connect people but a security update of not allowing people to download pictures from someone's gallery atleast without proper permission or knowledge as to who actually have downloaded the picture. Immediate attention is needed in this part for women's safety. Pictures are being used for wrong purposes. The lock should be from the source itself.,"February 5, 2021",1369,Rated 4 stars out of five stars
17,A Google user,, can not view in pc mode or laptope mode. the only way that half my screen in landscape mode is to not use the app and open this piece of garbgage in a browser like chrome or firefox. what a piece of junk. this problem has been around for years and they dont fix it. Check out thier support site... wh...Full Reviewcan not view in pc mode or laptope mode. the only way that half my screen in landscape mode is to not use the app and open this piece of garbgage in a browser like chrome or firefox. what a piece of junk. this problem has been around for years and they dont fix it. Check out thier support site... what a joke. good luck with that. I may just delete my account.,"February 16, 2021",2591,Rated 1 stars out of five stars
18,Em Rider,," Used to love Facebook but recently I have had problems getting push notifications, all my settings in the app and on my phone & tablet are set correctly I have done everything suggested such as uninstalling/reinstalling but nothing has worked. If I open the app I can see I have notifications on the ...Full ReviewUsed to love Facebook but recently I have had problems getting push notifications, all my settings in the app and on my phone & tablet are set correctly I have done everything suggested such as uninstalling/reinstalling but nothing has worked. If I open the app I can see I have notifications on the bell icon but obviously I don't spend all day with the app open in front of me so I am missing important notifications about events. I have reported the issue in the app but they haven't fixed it.","February 14, 2021",224,Rated 1 stars out of five stars
19,Shannon Largo,," Facebook never sends the sound of incoming notifications and it also doesn't highlight on the app my incoming notifications. I've multiple problems with it and have tried to contact Facebook themselves, but nothing is ever being done about it. I've logged out, uninstalled the app and reinstalled it ...Full ReviewFacebook never sends the sound of incoming notifications and it also doesn't highlight on the app my incoming notifications. I've multiple problems with it and have tried to contact Facebook themselves, but nothing is ever being done about it. I've logged out, uninstalled the app and reinstalled it time and time again and there are still no changes. I'm really disappointed with the problem.","February 13, 2021",340,Rated 2 stars out of five stars
20,Kotwanta Kt,," Please allow us to default the video resolution. I have limited data and watching it on my phone and on phone i dont need 720p or 1080p resolution. 360p or 480p is enough. But problem is after i set on one video, the next video still goes to 1080p. This is a simple feature and should be make availab...Full ReviewPlease allow us to default the video resolution. I have limited data and watching it on my phone and on phone i dont need 720p or 1080p resolution. 360p or 480p is enough. But problem is after i set on one video, the next video still goes to 1080p. This is a simple feature and should be make available way back. Sadly this is not the case. Also i dont shop on fb but after two or three videos of those that i am following, you start showing me videos of online shopping for the rest of my list.","February 17, 2021",92,Rated 1 stars out of five stars
21,Nazmul Haque Shakil,," I think Facebook is one of easiest platform to communicate rather than others. But the latest update brings some annoying things are really terrible, I'm pretty much hopeful they'll fixed those problems as soon as possible . Problem to be noted: #Huge number of advertisements. # Unusual feature like...Full ReviewI think Facebook is one of easiest platform to communicate rather than others. But the latest update brings some annoying things are really terrible, I'm pretty much hopeful they'll fixed those problems as soon as possible . Problem to be noted: #Huge number of advertisements. # Unusual feature like everything is business related. Fb community should more focused of people satisfaction rather than their business policies.","February 21, 2021",192,Rated 2 stars out of five stars
22,Muhammad Raihan Miah,," My phone is Redmi Note 9. At first Facebook was a very good app. But in recent times there have been some updates that have ruined our user experience. Not only that, it has become so heavy and buggy that it is now becoming quite annoying and impossible to use. And milestones can no longer be posted...Full ReviewMy phone is Redmi Note 9. At first Facebook was a very good app. But in recent times there have been some updates that have ruined our user experience. Not only that, it has become so heavy and buggy that it is now becoming quite annoying and impossible to use. And milestones can no longer be posted on Facebook pages that were there before. Hopefully Facebook will work to solve my problem and solve all the problems quickly with new updates.","February 12, 2021",368,Rated 1 stars out of five stars
23,Cameron Robbins,," Facebook market place is so hard to use. Either I can filter the options I want or search for a certain vehicle. Why can't I do both? The filters never seem to work. It just takes it as a suggestion. I ask for low mileage chevy s10s. You give me a honda civic with 200k miles. Please fix! Also, I can...Full ReviewFacebook market place is so hard to use. Either I can filter the options I want or search for a certain vehicle. Why can't I do both? The filters never seem to work. It just takes it as a suggestion. I ask for low mileage chevy s10s. You give me a honda civic with 200k miles. Please fix! Also, I can't filter the drive type of the vehicle which makes it so much harder to find what you're looking for.","February 18, 2021",110,Rated 2 stars out of five stars
24,yat,," It's good, yeah. But whenever i like a page, it would turn broken and I have to wait for minutes for my like to show up. And the last update or something, it erased the ""friends"" option in the navigation bar... and instead i have to scroll down my notifications just to accept requests from friends. ...Full ReviewIt's good, yeah. But whenever i like a page, it would turn broken and I have to wait for minutes for my like to show up. And the last update or something, it erased the ""friends"" option in the navigation bar... and instead i have to scroll down my notifications just to accept requests from friends. Meh, i also would like to have more control to personalize my account, like changing the privacy of my cover photo to ""only me"", and other stuff to personalize my friend list.","February 19, 2021",54,Rated 3 stars out of five stars
25,Angelica Katz,," If I wanted to get to messenger, I would go to my messenger app I dont want a button in the corner for me to biaccidently press to take me to the app. NO. If I want to read someone's message, if I want to be on messenger, I WILL GO THERE MYSELF. Get rid of the stupid button. One week later... I do N...Full ReviewIf I wanted to get to messenger, I would go to my messenger app I dont want a button in the corner for me to biaccidently press to take me to the app. NO. If I want to read someone's message, if I want to be on messenger, I WILL GO THERE MYSELF. Get rid of the stupid button. One week later... I do NOT WANT TO OPEN MY MESSAGES and the fact that I can now accidently click open message Im trying to ignore????? This is super super inconvenient.","February 12, 2021",377,Rated 1 stars out of five stars
26,Flavia Di Tomassi,," The few last updates have been worse and worse. More and more glitches, error messages, wall that refreshes itself to the top whilst you are trying to interact, groups that you suddenly stop being able to see, even though you are still a member .. What is even more frustrating is the total lack of c...Full ReviewThe few last updates have been worse and worse. More and more glitches, error messages, wall that refreshes itself to the top whilst you are trying to interact, groups that you suddenly stop being able to see, even though you are still a member .. What is even more frustrating is the total lack of customer service. No answers on fb or here.","February 21, 2021",1796,Rated 1 stars out of five stars
27,Russell Glidewell,, Excellent application. It is truly a informative and comprehensive solution to your needs business or personal. It does more than any other applications in this area. If you haven't explored all the different areas of this site you may be surprised. Warning...Be sure to check your settings on your p...Full ReviewExcellent application. It is truly a informative and comprehensive solution to your needs business or personal. It does more than any other applications in this area. If you haven't explored all the different areas of this site you may be surprised. Warning...Be sure to check your settings on your phone or computer after installing because the privacy settings are questionable. Don't just agree. The permissions may allow private data to be used for uploading files from your device that you don,"February 20, 2021",94,Rated 4 stars out of five stars
28,ThantSin Aung,," This latest version was bad,poor and not useful more than all old version. Why it didn't have dark mode. Why it can't use with English(United state) why only (United Kingdom ) . When I'm searching at save it was stopped and it show 2 way (Wait , close app ) .It also cause when I'm using search bar t...Full ReviewThis latest version was bad,poor and not useful more than all old version. Why it didn't have dark mode. Why it can't use with English(United state) why only (United Kingdom ) . When I'm searching at save it was stopped and it show 2 way (Wait , close app ) .It also cause when I'm using search bar to search something. I can't share videos from start to end to my story. There was stilled many problems that I forgot to told.","February 8, 2021",4921,Rated 1 stars out of five stars
29,Kelsey Stevenson,," It was working great for a long time. But now recently, while scrolling through Marketplace..... I get keeping error messages ""something went wrong. Marketplace is unavailable right now. Please check your connection and try again."" And it keeps happening when I am different places..... at home, at t...Full ReviewIt was working great for a long time. But now recently, while scrolling through Marketplace..... I get keeping error messages ""something went wrong. Marketplace is unavailable right now. Please check your connection and try again."" And it keeps happening when I am different places..... at home, at the store.","February 17, 2021",2236,Rated 2 stars out of five stars
30,Abdullah Khalid Khan,," Seriously Facebook, you should enable an option to temporarily deactivate messenger account as well in the same way it is allowed to deactivate the Facebook account. But I had no other option other than agreeing to schedule delete the messenger account within 30 days and that's so sad. Please update...Full ReviewSeriously Facebook, you should enable an option to temporarily deactivate messenger account as well in the same way it is allowed to deactivate the Facebook account. But I had no other option other than agreeing to schedule delete the messenger account within 30 days and that's so sad. Please update it in a better way. I have some personal issues with my peers, so I just wanted to keep the account inactive for some time.","February 7, 2021",682,Rated 4 stars out of five stars
31,Dennis Sandoval,," My Facebook experience has always been great, but MARKETPLACE, this stupid shipping BS is ridiculous! Especially with the new update! I seach for a item and now have no option to remove the shipping items from the local sale items!!!!!! STUPID IDEA!!!! If I wanted something shipping I would never tr...Full ReviewMy Facebook experience has always been great, but MARKETPLACE, this stupid shipping BS is ridiculous! Especially with the new update! I seach for a item and now have no option to remove the shipping items from the local sale items!!!!!! STUPID IDEA!!!! If I wanted something shipping I would never trust someone off a social media platform to do so! EBAY, AMAZON, ECT. has protection like money back guarantee and returns. I ONLY WANT TO SEE LOCAL LISTINGS!!!!!!! SIMPLE!!!!!!!!!!!!!!!","February 14, 2021",184,Rated 1 stars out of five stars
32,J. Deku,," Why is it that I can't go to the page of the original post? Everytime I click on any part of the body of a post it sends me to the comment section? Is this an android feature because the iOS version doesn't have this issue. Like it's annoying when I click on a specific part of the post think I'm goi...Full ReviewWhy is it that I can't go to the page of the original post? Everytime I click on any part of the body of a post it sends me to the comment section? Is this an android feature because the iOS version doesn't have this issue. Like it's annoying when I click on a specific part of the post think I'm going to the original source, but nope, comments. Please fix this.","February 23, 2021",91,Rated 2 stars out of five stars
33,brian fielding,," App crashes pretty much every time I use it. Especially if you try to read literally any article. If you ever leave and come back, crash. Videos have way more commercials than any other app. Spies on you constantly. Can't count how many times I've talked about or ordered or searched for a product wh...Full ReviewApp crashes pretty much every time I use it. Especially if you try to read literally any article. If you ever leave and come back, crash. Videos have way more commercials than any other app. Spies on you constantly. Can't count how many times I've talked about or ordered or searched for a product while not using Facebook only to have related ads show up next time I log in. Got banned for literally calling someone a troll, no profanity or any other insults. AVOID","February 16, 2021",311,Rated 1 stars out of five stars
34,Neven Pavlova,, This social media is a trash so many bugs i can't begin to count. First i can't save most of my photos it won't let me. I can't see my likes and comments. Second when i want to see what pages I've liked there is a problem. Can't record voice messages as well and send. It used to be good but now it's...Full ReviewThis social media is a trash so many bugs i can't begin to count. First i can't save most of my photos it won't let me. I can't see my likes and comments. Second when i want to see what pages I've liked there is a problem. Can't record voice messages as well and send. It used to be good but now it's nothing but trashy and very buggy. I am considering deleting my account forever. 😉,"February 9, 2021",4099,Rated 1 stars out of five stars
35,Kelly Samuels,," I've got to say I enjoy using Facebook and it's linked to lots of different apps which is used. There are patent controls on there and age restrictions. Very helpful, lots information, allows social networking and business enterprise. All in all its just great and I really appreciate the shortcuts y...Full ReviewI've got to say I enjoy using Facebook and it's linked to lots of different apps which is used. There are patent controls on there and age restrictions. Very helpful, lots information, allows social networking and business enterprise. All in all its just great and I really appreciate the shortcuts you can add on your screen for ease of use. It makes it very easy even for people like me who didn't have a computer at school till 13 😉🌻✔️😘🙏🔯xoxo","February 11, 2021",3115,Rated 5 stars out of five stars
36,jessica malott,," Stop changing the layout for the mobile app. It is taking up too much space and no longer user friendly. I shouldnt have to go searching for my friends list, it needs to go back to being viewable on my profile instead of having to go to the about section. Also, i want to be able to just delete my po...Full ReviewStop changing the layout for the mobile app. It is taking up too much space and no longer user friendly. I shouldnt have to go searching for my friends list, it needs to go back to being viewable on my profile instead of having to go to the about section. Also, i want to be able to just delete my posts completely, not move them to the trash for 30 days. Facebook has become frustrating to use.","February 21, 2021",160,Rated 1 stars out of five stars
37,Luke,," I like Facebook and mainly use it to keep in touch with friends and for market place however market place is extremely slow and laggy. When you sell something it then takes a while as it tries to auto load the catagory for the item. Also if you select the item you lose the chat. Furthermore if you c...Full ReviewI like Facebook and mainly use it to keep in touch with friends and for market place however market place is extremely slow and laggy. When you sell something it then takes a while as it tries to auto load the catagory for the item. Also if you select the item you lose the chat. Furthermore if you click on something it loaded several pages of the item, Facebook itself is slow and runners mediocre, it doesn not load quick and also it takes a while to do anything","February 21, 2021",520,Rated 1 stars out of five stars
38,Meredith Thornton,," UPDATE Jan 2021: This has been partially fixed in that I can now reply to comments. I had no problems with the previous version but now that I have upgraded: 1. I can usually never reply to comments, regardless of the signal strength, and 2. I cannot switch easily between my page profile and my pers...Full ReviewUPDATE Jan 2021: This has been partially fixed in that I can now reply to comments. I had no problems with the previous version but now that I have upgraded: 1. I can usually never reply to comments, regardless of the signal strength, and 2. I cannot switch easily between my page profile and my personal profile and cannot always see that I am commenting as a page instead of privately i.e. I think I'm commenting privately press enter and it comes up as a page.","January 31, 2021",476,Rated 2 stars out of five stars
39,hectornumeroRD mejia,," I would like to say Facebook has the worst customer service, but they don't even have one. I lost my account because my son changed my age on the account. I've been using that account for more than 10 years and lost everything on it. I tried to send them my documents several times and they just say ...Full ReviewI would like to say Facebook has the worst customer service, but they don't even have one. I lost my account because my son changed my age on the account. I've been using that account for more than 10 years and lost everything on it. I tried to send them my documents several times and they just say they can't review because of covid quarentine. Is there a way to reach out to you, Facebook?","February 23, 2021",13,Rated 1 stars out of five stars
40,K L,, Using this app is next to useless on a tablet where 99.9% of the time it's in landscape mode with the auto rotation turned off. This stupid app still insists on rotating the screen into portrait mode when viewing photo albums or a story. It will not stayed locked in landscape mode and apparently thi...Full ReviewUsing this app is next to useless on a tablet where 99.9% of the time it's in landscape mode with the auto rotation turned off. This stupid app still insists on rotating the screen into portrait mode when viewing photo albums or a story. It will not stayed locked in landscape mode and apparently this 'feature' has been going for years. Uninstalled and good riddance.,"February 14, 2021",158,Rated 1 stars out of five stars
41,Ell Gee,," Can no longer access my photo albums in my profile through the app. Also when trying to add a photo as a comment to a discussion it doesn't give the option on android to search your albums on your phone, but instead just gives access to all your photos on your device in no logical order, making find...Full ReviewCan no longer access my photo albums in my profile through the app. Also when trying to add a photo as a comment to a discussion it doesn't give the option on android to search your albums on your phone, but instead just gives access to all your photos on your device in no logical order, making finding photos extremely hard and time consuming. Now keeps booting me out of my account every few days, so I have to recover it via the main Website and create a new password each time. Get it sorted!","February 13, 2021",396,Rated 1 stars out of five stars
42,Luwanda Overman,," I just got a new android phone and I cannot log into the Facebook app. I know my password. It says it does not recognize my phone number, email address, or my name, and it says my password is wrong. However, when I go to Google Chrome, I can log in with no problem using the browser. Trying to find h...Full ReviewI just got a new android phone and I cannot log into the Facebook app. I know my password. It says it does not recognize my phone number, email address, or my name, and it says my password is wrong. However, when I go to Google Chrome, I can log in with no problem using the browser. Trying to find help for the app issue has been ridiculous as it seems there is no way to contact anyone to help with my issue. I refuse to create a new account. 2 big thumbs down Facebook!","February 8, 2021",528,Rated 1 stars out of five stars
43,Abbas Imran,, Marketplace used to be so good but now its just an inconvenience. Usually when i message someone about an item im interested in i could click see details and see the item but now they removed that feature so if i want to see the item again i need to find it again on marketplace which is time consumi...Full ReviewMarketplace used to be so good but now its just an inconvenience. Usually when i message someone about an item im interested in i could click see details and see the item but now they removed that feature so if i want to see the item again i need to find it again on marketplace which is time consuming. If they bring back that feature this would be very beneficial to me.,"February 22, 2021",150,Rated 1 stars out of five stars
44,Greg Cordle,," Here's the problem. I update app here on Google Play. Then sometime later my Note 8 will show an update notification that's NOT from Google Play but fron the app itself. It will keep doing this forever until another update is published here. Also, if I try to let it update, it downloads, then shows ...Full ReviewHere's the problem. I update app here on Google Play. Then sometime later my Note 8 will show an update notification that's NOT from Google Play but fron the app itself. It will keep doing this forever until another update is published here. Also, if I try to let it update, it downloads, then shows verifying forever and just keeps running verifying. If you hit cancel, it showed a popup about canceling but goes back to updating again before you can even press a button. PLEASE FIX THIS...","February 5, 2021",197,Rated 1 stars out of five stars
45,David,, I had 2 factor auth on my account and my account was still somehow hacked. Facebook support doesn't exist and my only option is to submit a ticket which seems to go to nobody and there's no way to check the status on the ticket. I haven't heard back in a month. I've read lots of other people experie...Full ReviewI had 2 factor auth on my account and my account was still somehow hacked. Facebook support doesn't exist and my only option is to submit a ticket which seems to go to nobody and there's no way to check the status on the ticket. I haven't heard back in a month. I've read lots of other people experienced this recently as well. So be ready to lose your 10 year account to a hacker who could take advantage of your friends and family with no chance of recovery.,"February 15, 2021",674,Rated 1 stars out of five stars
46,DJ RICK LIVE,, You can't play any music. or you get muted stop block. organic share is way down too many adds. and has it goes for DJ S. If your page has a BLUE badge. you can livestream. only for famous DJs. but if your a regular DJ for 5 year. to 30 years. you can not DJ. You get. muted. block. page deleted and ...Full ReviewYou can't play any music. or you get muted stop block. organic share is way down too many adds. and has it goes for DJ S. If your page has a BLUE badge. you can livestream. only for famous DJs. but if your a regular DJ for 5 year. to 30 years. you can not DJ. You get. muted. block. page deleted and your profile. SHOULD BE RULE SAME FOR EVERYONE. or let people share music to friends and. family. music is everyone part of life to share more then just photos.. and too. many adds,"February 18, 2021",340,Rated 1 stars out of five stars
47,Christine Zangari,," I use this app every day. Minimal problems, occassional glitches, but what app doesn't have its glitches from time to time? Desent app, always room for improvement like being able to delete your own pictures. Seems fb takes your photos hostage unless they're in a post. Should be able to delete any c...Full ReviewI use this app every day. Minimal problems, occassional glitches, but what app doesn't have its glitches from time to time? Desent app, always room for improvement like being able to delete your own pictures. Seems fb takes your photos hostage unless they're in a post. Should be able to delete any content we put on the site. They are ours.","February 16, 2021",97,Rated 5 stars out of five stars
48,haquemsh sinan,," Facebook, you have logged me out from my own account. You have wanted some information and I gave it to you but then you made me change my password yet still when I try to log in it keeps showing error. I can't even use Instagram now. That is totally disturbing and wrong. Please fix this problem and...Full ReviewFacebook, you have logged me out from my own account. You have wanted some information and I gave it to you but then you made me change my password yet still when I try to log in it keeps showing error. I can't even use Instagram now. That is totally disturbing and wrong. Please fix this problem and let me use my account, give me my account back .","February 21, 2021",147,Rated 3 stars out of five stars
49,Kimberly Schultz,," The past few days it's gone totally bizarre. It keeps going back to the top whenever I click on anything. It's not refreshing correctly. Posts and pictures aren't loading fully and it wouldn't load a simple gif from their own options saying ""the video"" couldn't load on this platform. Maybe spend mor...Full ReviewThe past few days it's gone totally bizarre. It keeps going back to the top whenever I click on anything. It's not refreshing correctly. Posts and pictures aren't loading fully and it wouldn't load a simple gif from their own options saying ""the video"" couldn't load on this platform. Maybe spend more time tending to your product vs. pushing the phoney checkers who are always wrong.","February 16, 2021",171,Rated 3 stars out of five stars
50,Anon ymous,," The opt-out settings are designed against the user. I opt out of everything and they still collect my data. Do I really have to go through interest categories and remove them manually every day? Facebook also injects their own ads into the built in web browser. Slimy tactics, I look forward to the d...Full ReviewThe opt-out settings are designed against the user. I opt out of everything and they still collect my data. Do I really have to go through interest categories and remove them manually every day? Facebook also injects their own ads into the built in web browser. Slimy tactics, I look forward to the day social media won't be monopolized by them.","February 23, 2021",29,Rated 1 stars out of five stars
51,Jordon,," facebook has 3 tabs for posts: home, favorites and recent. All Ive wanted for years now is a way to set it to ""recent"" permanently. Which is messed up because we used to have that and they took it away. Im sick of the way this app operates like a toddler having a seizure when asked to load posts in ...Full Reviewfacebook has 3 tabs for posts: home, favorites and recent. All Ive wanted for years now is a way to set it to ""recent"" permanently. Which is messed up because we used to have that and they took it away. Im sick of the way this app operates like a toddler having a seizure when asked to load posts in a group. Im sick of the constant reminders to add my phone number or other infornation. Im sick of the lack of support when they break something and I need help getting back into their app. Im done.","February 21, 2021",4290,Rated 1 stars out of five stars
