,author,developer_reply,review,review_date,reviewer_ratings,star
19,Sung Won Jeong,," 낮은 금리, 넉넉한 한도로 광고하여 마이너스 통장 대출 신청하였더니 당사의 기준에 한도가 부족하여 대출이 불가하다고 통보됩디다.. 불가한 사유에 대해 자세한 내용을 알고 싶으면 고객센터로 전화하라고 하여 그렇게 했더니 돌아오는 답변은 자기들도 잘 모르겠다고 합디다.. 신용이 나쁜것도 아니고 타행 대출이 소득에 비해 많은것도 아닌데 한도가 안 나오는 이유를 모르겠다고 합디다.. 타은행보다 낮은 금리로 서민을 혹하여 대출신청 실적을 올리려는건가요? 돈이 필요하여 대출을 신청한 것이 아니라 어려운 시기에 이자지출을 줄이기 위해 광고를 보...전체 리뷰낮은 금리, 넉넉한 한도로 광고하여 마이너스 통장 대출 신청하였더니 당사의 기준에 한도가 부족하여 대출이 불가하다고 통보됩디다.. 불가한 사유에 대해 자세한 내용을 알고 싶으면 고객센터로 전화하라고 하여 그렇게 했더니 돌아오는 답변은 자기들도 잘 모르겠다고 합디다.. 신용이 나쁜것도 아니고 타행 대출이 소득에 비해 많은것도 아닌데 한도가 안 나오는 이유를 모르겠다고 합디다.. 타은행보다 낮은 금리로 서민을 혹하여 대출신청 실적을 올리려는건가요? 돈이 필요하여 대출을 신청한 것이 아니라 어려운 시기에 이자지출을 줄이기 위해 광고를 보고 신청한건데 기만당한 기분입니다.",2021년 1월 26일,51,별표 5개 만점에 1개를 받았습니다.
20,김병주,," 카카오뱅크 저금통기능 너무 잘 쓰고 있는데요. 문득, 누군가가 불특정 다수에게 ""저금통"" 이라는 이름으로 자동이체로 소액을 출금하고 있다면, 장기간동안 들키지 않겠다고 생각이 들었네요. 이유1. 저금통에 출금되는 금액이 정해지지않고 주기도 일정치 않다. (돈이 출금되어도 저금통인갑다 하고 넘어가겠죠.) 이유2. 사용자는 저금통 잔금확인을 1주일에 1회밖에 하지 못한다. (계좌에서 빠져나간 금액이 저금통으로 얼마나 쌓였는지 그때그때 확인이 불가능하니까요.) 이유3. 저금통으로 나간 금액은 소액에다 여러번 이기 때문에 그것을 일일히 계...전체 리뷰카카오뱅크 저금통기능 너무 잘 쓰고 있는데요. 문득, 누군가가 불특정 다수에게 ""저금통"" 이라는 이름으로 자동이체로 소액을 출금하고 있다면, 장기간동안 들키지 않겠다고 생각이 들었네요. 이유1. 저금통에 출금되는 금액이 정해지지않고 주기도 일정치 않다. (돈이 출금되어도 저금통인갑다 하고 넘어가겠죠.) 이유2. 사용자는 저금통 잔금확인을 1주일에 1회밖에 하지 못한다. (계좌에서 빠져나간 금액이 저금통으로 얼마나 쌓였는지 그때그때 확인이 불가능하니까요.) 이유3. 저금통으로 나간 금액은 소액에다 여러번 이기 때문에 그것을 일일히 계산해보는 사람은 매우 드물것이다. 물론. 카카오뱅크 이체 내역을 눌러보면 ""저금통""인지 ""일반이체""인지 ""자동이체"" 인지 알겠지만, 그걸 일일히 확인하는 사람이 얼마나 될까요?",2021년 1월 30일,53,별표 5개 만점에 3개를 받았습니다.
21,JinSIk Rho,, 스마트 OTP는 왜 지원이 안되는건가요?? 카카오뱅크 때문에 OTP를 재발급 받아야 하는건 불합리해 보입니다. 스마트 OTP지원 일정이 나왔으면 확인 요청 드립니다,2021년 2월 1일,51,별표 5개 만점에 1개를 받았습니다.
22,전은지,, 계속 에러나고 로그인안됨 뭐하자는거지 어플 이따위로 만들어서 사용자 화병나게 할 생각인가....,2021년 2월 9일,51,별표 5개 만점에 1개를 받았습니다.
23,김은경,, 업데이트하고 들어갈때 로딩이 너무 길어졌어요 ㅜㅜ 급할때 불편하네용,2021년 2월 8일,53,별표 5개 만점에 3개를 받았습니다.
24,전종문,, 갑자기 기기등록취소됐다고하고 등록을 왜 계속하나요 신분증 도대체 몇번이나찍으라는거여요,2021년 2월 2일,51,별표 5개 만점에 1개를 받았습니다.
25,조용한 쉼터,, 제가 한 3일정도 잘 사용했었고 카트도 만들었은데 갑자기 오늘 들어가서 계좌번호를 확인할려고 했더니 계속 튕기고 종료되서 받아야했던 돈을 이체 받지 못해서 불편함이 있었네요. 빠른 시일내에 버그 수정 부탁드립니다. 운영자님 그외에는 정말 만족하고 있습니다.😁,2021년 1월 1일,53,별표 5개 만점에 3개를 받았습니다.
26,박세빈,, 입출금 계좌 계설하려다가 뭘 잘못 눌러서 이전화면으로 넘어가고 싶은데 이전화면으로 넘어가거나 아예 처음부터 다시 시작 할 수 있게 해주는 기능이 없는게 많이 아쉽네요. 30일씩이나 기다려서 새로 해야 하나요ㅠ,2021년 1월 26일,53,별표 5개 만점에 3개를 받았습니다.
27,내이름,, 아주편하게 사용하고있었는데(겔럭시s20사용중)소프트웨어업데이트후에 카카오뱅크가 실행이되질않습니다.. 루팅으로변형된 운영체제 기기라고 뜨고 카뱅 업데이트를 안했나?하고 업데이트하려니까 (6번째시도중)84%에서 진전이없고 멈춰있습니다,2020년 12월 22일,52,별표 5개 만점에 2개를 받았습니다.
28,최화영,," 자꾸 카드내역을 볼려고 하면 오류가 떠서 튕깁니다. 앱을 삭제했다가 다시 깔기도 하고, 폰도 껐다가 다시 켜보기도 하고 제가 할 수 있는 것은 다 해 봤지만 오류가 해결되지않네요. 답변 부탁드립니다.",2021년 1월 1일,51,별표 5개 만점에 1개를 받았습니다.
29,별빛,, 다른거 다 좋고 이때까지 잘 써왔는데 어제부터 계속 실행이 잘 안되더라구요~ 뭐 좀 하려고만 하면 카카오뱅크가 계속 중단됨 이라 뜨고ㅠㅠㅠ1월 1일이니까 그런가 싶어서 오늘까지 기다렸는데 오늘도 똑같은 현상이 계속 나타나서 리뷰남겨요. 찾아보니 다른 분들도 똑같은 상황을 겪고 계시더라구요ㅠ,2021년 1월 2일,53,별표 5개 만점에 3개를 받았습니다.
30,네버버랜드,, 미니카드가 출시하고나서부터 사용했는데 굉장히 편합니다! 친구끼리 돈모으거나 빌려줄때도 예전에는 현금으로 만나서 했지만 지금은 계좌이체만 라면 되니 매우편리합니다 또 부모님께 용돈 받을때도 계좌로 받으면 되고..진짜 미니카드 출시는 신의 한수인듯 합니다,2021년 2월 3일,55,별표 5개 만점에 5개를 받았습니다.
31,레전드,, S20 사용자입니다 소프트웨어 업데이트 후 루팅된 기기라며 오류로 인해 실행이 되지 않습니다. 루팅 한적도 없으며 다른 은행어플은 잘 실행됩니다 빠른 조치 부탁드리겠습니다.,2020년 12월 31일,51,별표 5개 만점에 1개를 받았습니다.
32,영가리,, 신분증확인 오류가 계속 나서 문의를 해보니깐 할 수 있는게 없다는데 이럴꺼면 프로그램이라도 똑바로 만들어서 인식을 제대로 하게 만들던가 이런 문제에 대처할수있게 고객센터에서 처리를 하던가 해야하는데 아무것도 못하면 거기에 고객센터는 왜있고 문의기능은 왜 만든건지,2020년 12월 25일,51,별표 5개 만점에 1개를 받았습니다.
33,정유석,, 아.. 다좋은데요 카뱅에서 추천하는대출상품 신청햇다가 지금 대출전화가 장난아니네요 매일 오전오후로 전화오고.문자오고 스트레스받아서 미처버릴거같습니다 일반은행에서는 대출받으라는 문자 보내지않는걸로 알고잇는데 어디로 개인정보 팔은거에요? 신한.국민.등등 5%로 어쩌구 대출전화.문자 일체없이살앗는데 ....,2020년 12월 30일,54,별표 5개 만점에 4개를 받았습니다.
34,소년,," 계좌개설만하고 한번도 사용하지 않고 있다가, 오랜만에 들어가려니 패턴비밀번호도 잊어버렸고, 계좌 비밀번호도 잊어버렸습니다. 오로지 인증비밀번호 6자리만 기억한채... 저도 저 스스로 어이없다고 생각하지만, 해결하고자 고객센터에 문의를 했고, 영상통화 종료 후 영상통화가 종료되었습니다. 확인버튼을 누르면 재설정 창이 뜬다고 하였지만, 어쩐일인지 영상통화 3번을 해도 뜨지 않았습니다. 고객센터 상담사분들도 처음 겪은 일이신지... 상담사가 먼저 전화를 끊게 해보라는 해결책과 실행중인 어플을 어떻게 해보라는 등의 해결책을 제시해주셨지만,...전체 리뷰계좌개설만하고 한번도 사용하지 않고 있다가, 오랜만에 들어가려니 패턴비밀번호도 잊어버렸고, 계좌 비밀번호도 잊어버렸습니다. 오로지 인증비밀번호 6자리만 기억한채... 저도 저 스스로 어이없다고 생각하지만, 해결하고자 고객센터에 문의를 했고, 영상통화 종료 후 영상통화가 종료되었습니다. 확인버튼을 누르면 재설정 창이 뜬다고 하였지만, 어쩐일인지 영상통화 3번을 해도 뜨지 않았습니다. 고객센터 상담사분들도 처음 겪은 일이신지... 상담사가 먼저 전화를 끊게 해보라는 해결책과 실행중인 어플을 어떻게 해보라는 등의 해결책을 제시해주셨지만, 비밀번호 재설정 창은 결국 뜨지 않았습니다. 저의 계좌와 정보가 카카오뱅크에 있지만, 어플을 들어가보지도 못한채 어플을 삭제할 예정입니다ㅋㅋㅋ저도 제가 어이가 없지만, 이런 경우가 저만 있지는 않을 것 같거든요. 이런 경우를 카카오뱅크 개발팀 쪽에선 생각을 안해보신건지... 한번도 사용하지 않은것을 다행으로 생각하고 찝찝하게 어플을 지워야겠습니다. 갤8+",2020년 12월 18일,51,별표 5개 만점에 1개를 받았습니다.
35,Editor Mind,, 계좌 만드는 과정에서 본인인증 할 때 상담원과 화상통화랑 통장인증 중 통장인증을 선택했더니 통장인증은 계속 오류가 뜨고 상담원과 화상통화로 인증하려고 했더니 뒤로가기도 안되네요? 어플엔 이어서하기 버튼밖에 없고 무슨 30일 후에 이어서하기가 없어진다고 뜨던데 그러면 30일 후에 계좌를 만들 수 있는건가요? 뭐 이딴식으로 만들어놨지 당연히 처음부터 다시 돌아가서 할 수 있는거랑 이어서 하는거랑 선택할 수 있어야지 이어서하기 밖에 없으면 통장 인증을 못 하는 사람이 화상으로 인증하려고 하면 30일 기다려서 이어서하기가 삭제되어야만 다시...전체 리뷰계좌 만드는 과정에서 본인인증 할 때 상담원과 화상통화랑 통장인증 중 통장인증을 선택했더니 통장인증은 계속 오류가 뜨고 상담원과 화상통화로 인증하려고 했더니 뒤로가기도 안되네요? 어플엔 이어서하기 버튼밖에 없고 무슨 30일 후에 이어서하기가 없어진다고 뜨던데 그러면 30일 후에 계좌를 만들 수 있는건가요? 뭐 이딴식으로 만들어놨지 당연히 처음부터 다시 돌아가서 할 수 있는거랑 이어서 하는거랑 선택할 수 있어야지 이어서하기 밖에 없으면 통장 인증을 못 하는 사람이 화상으로 인증하려고 하면 30일 기다려서 이어서하기가 삭제되어야만 다시 처음부터 시작해서 계좌를 만들 수 있겠네요 그냥 다른 어플 쓸랍니다,2020년 12월 25일,51,별표 5개 만점에 1개를 받았습니다.
36,무스너클사장님,, 얼마전까지만해도 잘 쓰고았다가 어느날 카드 사용내역을 보려고 하니까 계속 튕기네요 그래서 이상해서 지웠다 다시 깔았는데도 불구하고 계속 튕기네요. 빨리고쳐주세요 불편해요,2021년 1월 1일,52,별표 5개 만점에 2개를 받았습니다.
37,섯세취,, 진짜 좋아요 수수료 안붙는거 최고!,2021년 2월 13일,55,별표 5개 만점에 5개를 받았습니다.
38,진혜련,, 환불요청은안되고 적금같은건바로나가네요 그래서안쓰고싶어요,2021년 2월 12일,51,별표 5개 만점에 1개를 받았습니다.
39,유말교,, 이체할때 돈 찾아쓸때 수수료 없어서 좋구요 다른곳으로 이체시킬때 간단하고 편해요. 다른은행과 다른점은 복잡하지않고 간단하다는것 잘 활용하겠습니다,2020년 12월 18일,55,별표 5개 만점에 5개를 받았습니다.
40,김청국짱,, 니니즈 체크카드 성인도 만들 수 있게 해주세요 가능할때까지 체크카드 발급 참겠습니다....,2021년 2월 18일,53,별표 5개 만점에 3개를 받았습니다.
41,Sophie Yoo,, 다 너무 좋은데 카카오뱅크 체크카드 신청한지 1주일 됐는데 아직도 체크카드가 안 오고 카카오뱅크에 전화해도 언제 받을지 모른단 소리만 듣네요. 택배사도 무슨 국제택배라는 업체 쓰는데 이 업체 따로 앱도 없어서 알 수가 없구요. 택배업체에 전화 3번했는데 통화량많다고 연결안된다고 끊어져요. 카카오뱅크에 전화해도 택배사한테 전화해보란 소리만하시고 다른 택배사(앱 있고 전화가능한 우체국이나CJ) 통해서 카드받을 수 있냐고 물었는데 그건 안된다고 하네요. 체크카드 담당 택배사 좀 바꾸세요. 체크카드 신청하고 이런 듣보잡 택배사로 선정해서 ...전체 리뷰다 너무 좋은데 카카오뱅크 체크카드 신청한지 1주일 됐는데 아직도 체크카드가 안 오고 카카오뱅크에 전화해도 언제 받을지 모른단 소리만 듣네요. 택배사도 무슨 국제택배라는 업체 쓰는데 이 업체 따로 앱도 없어서 알 수가 없구요. 택배업체에 전화 3번했는데 통화량많다고 연결안된다고 끊어져요. 카카오뱅크에 전화해도 택배사한테 전화해보란 소리만하시고 다른 택배사(앱 있고 전화가능한 우체국이나CJ) 통해서 카드받을 수 있냐고 물었는데 그건 안된다고 하네요. 체크카드 담당 택배사 좀 바꾸세요. 체크카드 신청하고 이런 듣보잡 택배사로 선정해서 언제 올지 알 수가 없고 카뱅에선 이건 진짜 흠이네요.,2020년 12월 29일,51,별표 5개 만점에 1개를 받았습니다.
42,Minyoung Chang,, 모임에 유용합니다. 다만 멤버별 입금현황에 멤버별 출금한 돈 또한 계산되어 보여지면 관리에 용의할 것 같습니다. 입금현황만 보니 액수 안맞는 원인 찾기가 어려웠습니다.,2021년 1월 23일,54,별표 5개 만점에 4개를 받았습니다.
43,Moon하영,, 융통성 1도 없는 어플 ㅡㅡ... 2년 전에 썼다가 안써서 하나도 기억 안 나는데 한 번 비번 초기화 하려면 화상통화를 3번이나 하게 하나요?;;; 한번으로 연동되는 것도 아니고... 카카오에 큰 실망했습니다..,2021년 1월 25일,51,별표 5개 만점에 1개를 받았습니다.
44,백승일,, K뱅크 앱처럼 종료 후에 앱 히스토리에 안나오게 해주세요. 카카오뱅크앱은 앱 히스토리에 잔고내역이 나옵니다... 개인정보 유출입니다...,2021년 2월 4일,54,별표 5개 만점에 4개를 받았습니다.
45,카식이,, 너무좋아요 우연히SNS에서 보다가 카뱅 미니라는 카드를 이벤트 하길레 한번 신청했는데 너무좋고 미니카드기다린 보람이 있네요 돈을 입금해도 수수료가 안나오고 있는돈 그대로 입금되니까 너무좋아요,2021년 1월 1일,55,별표 5개 만점에 5개를 받았습니다.
46,튜브님,, 처음에 가입할때만 만 14세 미만 부모님 절차 뜨네요 계좌 만들 때도 떠야하는거 아닌가요? 법 보니 법정대리인 동의 없으면 만들수없다던데 받았는데 그래서 가입했고 근데 계좌 개설에서 막히네요? 왜그래요? 그럴거면 가입부터 막아두시든가요,2021년 2월 20일,51,별표 5개 만점에 1개를 받았습니다.
47,tioyo티오요,, 카드 입출금내역 보려고 눌렀더니 자꾸 앱이 꺼지네요 뭐가 문제인 지도 모르겠고 며칠째 이러네요 해결법이 있나요?,2021년 1월 1일,51,별표 5개 만점에 1개를 받았습니다.
48,유가영,, 26주 적금으로 시작했습니다 사용해보니 여러 소소하지만 꼭 필요한 기능들이 많아서 좋았구요 간편하게 사용하기 좋아서 애용중입니다,2020년 12월 24일,55,별표 5개 만점에 5개를 받았습니다.
49,조혜민,, 평소에 정말 잘 사용하고있었는데 사용내역 조회하려고만 하면 튕기네요 빨리 해결해주셔야 할 것 같습니다,2021년 1월 1일,53,별표 5개 만점에 3개를 받았습니다.
50,김민정,, 갑자기 로딩만되고 들어가지질 않아요,2021년 2월 9일,51,별표 5개 만점에 1개를 받았습니다.
51,김희철,, 아니;;;새로고침표시 계속떠서 뭘 할수가없네요??;;; 통장계설하는데 20분걸리는게 말이되나...,2020년 12월 29일,51,별표 5개 만점에 1개를 받았습니다.
52,고고,, 다 좋은데 mini도 적금이나 저금통 같은거 만들어 주시면 안될까요 ?? 제가 미성년자인데 돈이 쌓이면 막 쓰다보니 정말 필요하다고 느껴지는데 만들어 주셨으면 정말 좋겠습니다.. 진짜 부탁드립니다..,2020년 12월 18일,55,별표 5개 만점에 5개를 받았습니다.
53,이창우,, 체크카드색상이2가지밖에뜨지않는다 녹색이뜨면별5개줌,2021년 2월 9일,51,별표 5개 만점에 1개를 받았습니다.
54,김호선,," 사용하기 편하고 송금, 결재, 적금등 다양하게 사용할수 있어서 정말 좋습니다. 굿! 입니다.",2020년 12월 29일,55,별표 5개 만점에 5개를 받았습니다.
55,서다정,, 이거 알려준데로 해도 어케한지 몰라.. 아예 삭제 해버렸어요 좀해주세요 입금자로 표시한 단어로 하라하는데 뭘 눌러야 하나요?,2020년 12월 25일,52,별표 5개 만점에 2개를 받았습니다.
56,물개미,, 모임통장으로 사용중인데.. 이거 기간정해서 확인할수 있는방법이 없잖아요..누가 지금까지 얼마를 냈는지 어플에서 어떻게 확인 합니까..,2021년 1월 1일,51,별표 5개 만점에 1개를 받았습니다.
57,JS Lee,, 타행 모바일뱅킹을 하다보면 카뱅이 얼마나 편하고 빠르고 이용하기 쉬운지 되돌아보게 되네요..,2021년 2월 3일,55,별표 5개 만점에 5개를 받았습니다.
58,fene da,, A50 쓰는데 카드 내역을 보려고 하면 계속 튕겨요;;; 최대한 빠른 시일내에 해결 됐으면 좋겠어요,2021년 1월 1일,51,별표 5개 만점에 1개를 받았습니다.
59,박채은,, 주민등록증 사진 찍을 때 후면 카메라 밖에 못 사용하네요... 후면 카메라 고장 나서 초점 안 맞춰지는데ㅠㅠ 30분 동안 오십견 온 듯 미친듯이 덜덜 거리는 카메라로 찍었는데도 안 되네요 하 전면 카메라는 추가하실 생각이 없으신가요,2020년 12월 16일,53,별표 5개 만점에 3개를 받았습니다.
60,Play Garden,," 카카오연동하고 들어갔는데 계좌가 안 보여. 로그아웃하고 계좌가 있으신가요? 들어갔는데 또 계좌가 안 보여. 새로 만들려니 이미 만든 게 20일 안 지났다고 못 만든대. 지금 당장 계좌는 필요해. 됐어. 안 써. 이걸 왜 쓰니, 대체??",2020년 12월 14일,51,별표 5개 만점에 1개를 받았습니다.
61,내 얼굴 이쁜거아는데 뭘 봐,, 다른거 친구들과 부모님 돈 보낼때 엄청 편리한데 이체 내역 볼려면 계속 튕기네요 지웠다 깔아도 그렇고 폰을 껐다켜도 그렇고 왜 이런거죠,2021년 1월 1일,51,별표 5개 만점에 1개를 받았습니다.
62,Sunghee Lee,, 지문인식으로 로그인하려면 계속 앱이 죽습니다. 얼마전까지만 해도 로그인 해서 잘 쓰고 있었는데 요즘들어 계속 로그인을 못하고 앱이 계속 죽습니다. 빨리좀 고쳐주세요.,2021년 1월 18일,51,별표 5개 만점에 1개를 받았습니다.
63,박준수,, 신분증 촬영을 하는데 제발 진짜 더도말고 터치해서 사진이 찍히면 좋게고 어두운곳에서 촬영하라해서 했더니 그림자가 드리워지지 않게하라하고 밝은데서하면 계속 찍히기는 하는데 다음화면으로 넘어가지지도않네요 이건 뭐 어쩌라는건지 모르겠습니다,2020년 12월 20일,51,별표 5개 만점에 1개를 받았습니다.
64,김소윤,, 잘만든거같아요 이용도편리하고 수수료없이 편의점출금가능한카드는 정말대박탬 카카오 기업이된이유가분병있을듯.!,2020년 12월 25일,55,별표 5개 만점에 5개를 받았습니다.
65,배은혜,, 누구나 쉽게 이체.결제가능하고 후불교통까지도니 정말편하고 좋네요.ㅎ,2021년 1월 31일,55,별표 5개 만점에 5개를 받았습니다.
66,최준영,, 카카오뱅크를 잘 사용하고 있었는데 며칠전부터 내 계좌에 들어갈 때 마다 앱이 강제종료가 됩니다ㅜ 왜이러는걸까요??ㅜ,2021년 1월 3일,54,별표 5개 만점에 4개를 받았습니다.
67,lymos,, 신분증재확인대상 거래제한 ? 제출하신 신분증에 대한 확인이 진행 중입니다 도대체 언제 까지 확인하실건지.... 1040387,2021년 2월 17일,51,별표 5개 만점에 1개를 받았습니다.
68,펀파리,, 은행어플이 이래도 괜찮은가? 몇시간째 로그인도안되고 입금도안된다,2021년 2월 9일,51,별표 5개 만점에 1개를 받았습니다.
69,최석훈,," 계좌개설을 하는 도중에 인증을 해야 하는 상황에서 잘 못 누르는 바람에 주민등록증 인증이 아닌 다른 인증 방법을 선택하게 되었고, 이를 바꾸고자 하는데 인증 방법을 바꾸지를 못합니다. 처음부터 다시 계좌개설을 할 수는 없을까요?",2020년 12월 12일,54,별표 5개 만점에 4개를 받았습니다.
70,개.,, 처음에는 실행이 되는데 돈볼려고 누르거나 이체할려고 누르면 갑자기 꺼져버려요 제 돈은 어떡하나요 ㅜㅜ,2021년 1월 1일,51,별표 5개 만점에 1개를 받았습니다.
71,김토실,, 다 좋은데 요즘 웬만한 1금융권엔 다 있는 모바일 otp가 없는게 아쉽네요.,2021년 1월 27일,54,별표 5개 만점에 4개를 받았습니다.
72,김나영,, 같지만 다른 은행 좋은 캐치프라이즈이긴 한데 ㅋㅋㅋ 다른분이 지적해주셨듯 카카오뱅크 같지만 (사실) 다른은행임 ^^ 이렇게 보여요 ㅠㅋㅋㅋㅋㅋ,2021년 1월 24일,55,별표 5개 만점에 5개를 받았습니다.
73,조혜란,, 정말편리하게 잘사용중입니다. 이체한도도 높고 수수료도 없고 최고엄지척!,2021년 1월 13일,55,별표 5개 만점에 5개를 받았습니다.
74,연緣,, 카카오뱅크에서 얼마남았는지 문자와서 좋고 카카오미니등 다양한 기능있어서 편리합니다.,2021년 1월 4일,55,별표 5개 만점에 5개를 받았습니다.
75,김진기,," 가입절차에서,도로명ㆍ건물번호기입했는데,작동이않돼네요,무슨문제가있나요",2021년 1월 10일,53,별표 5개 만점에 3개를 받았습니다.
76,김영미,, 다좋은대 제가이번에사정이생겨서 명의가다른폰으로교체하는대 휴대폰인증안되면못쓰나여 다른방법이없나여?,2021년 2월 9일,54,별표 5개 만점에 4개를 받았습니다.
77,수현,, 2.4.1 업데이트 노트10+ 는 언제 해주나요? 아이폰은 이미 되던데. 왜 카카오는 매번 아이폰이 우선이죠? 카톡 이모티콘 사건도 그렇고요,2020년 12월 10일,51,별표 5개 만점에 1개를 받았습니다.
